,tweet,gender,profession,ideology_binary,ideology_multiclass
7106,[POLITICIAN] y [POLITICIAN] retroceden seis meses y reinician su relación para salvar la crisis del Poder Judicial con @user,1,1,0,0
7107,[POLITICIAN] acaba de comparar a Meritxel Batet con Carme Forcadell. Así está la cosa.,1,1,0,0
7108,De Pegasus a la reforma de sedición: así ha cicatrizado [POLITICIAN] las heridas con el independentismo,1,1,0,0
7109,"Al Gobierno se le han juntado en muy pocos días tres crisis que todavía están sin resolver y en la que están la Fiscalía o la justicia de por medio: Marlaska, la ley sólo sí es sí o la malversación",1,1,0,0
7110,El tuit de [POLITICIAN] necesita traducción. La comunicación de lo de hoy está dejando momentos gloriosos.,1,1,0,0
7111,Un acuerdo para intentar que se acuerde algo rápidamente que lleva 4 años bloqueado. Pues vale.,1,1,0,0
7112,"El [POLITICAL_PARTY], sobre la ley del ""solo sí es sí"": ""Las leyes que se aprueban son de todo el Gobierno""",1,1,0,0
7113,¿Sabéis al final cómo va el tema ese de [POLITICIAN] derrocando la monarquía?,1,1,0,0
7114,La jaima de la prensa en el campamento saharaui de Dajla.,1,1,0,0
7115,"Algo importante es señalar que entonces solo 3 colegios mayores (""Johny"", Isabel y Chami) eran mixtos. Para mí es clave eso. ¿Vienes de provincias con 18 años donde tienes amigos y amigas y llegas a la capital y te segregas? Afortunadamente en mi casa lo teníamos claro",1,1,0,0
7116,[POLITICIAN] anuncia en Egipto que España movilizará 30 millones para la lucha global contra la crisis climática,1,1,0,0
7117,Diez días de desgobierno en las Urgencias de [POLITICIAN]: barrios obreros sin médico y centros cerrados por falta de sanitarios @user,1,1,0,0
7118,Marlaska cede a la presión y permitirá a varios diputados ver las imágenes de la tragedia en Melilla por @user,1,1,0,0
7119,Quedan unos 8 puntos para asegurar la permanencia y luego ya veremos. En ese modo estoy.,1,1,0,0
7120,@user Verás cuando se entere que una ministra pasó de cajera del Saturn a dirigir un ministerio.,1,1,1,3
7121,El Ministro de Justicia ha amenazado con penas de cárcel a los Magistrados que se opongan al asalto del Poder Judicial por parte del Gobierno. Este tipo de cosas solo suceden en las dictaduras.,1,1,1,3
7122,"@user Define el nivel intelectual de la izquierda en España. Repiten cualquier cosa como loros, sin pararse a pensar medio segundo por ellos mismos.",1,1,1,3
7123,"Desde que Elon Musk despidió al 95% de su plantilla hace dos días, he conseguido más seguidores que los últimos 3 meses. No me quiero imaginar lo manipulado que debía estar el algoritmo contra las cuentas que no son de izquierdas. Tenían el árbitro comprado.",1,1,1,3
7124,@user Pues tienes razón. Menuda chorrada criticar el físico cuando la acción de gobierno es tan lamentable.,1,1,1,3
7125,"Resulta que el yihadista que ha asesinado al sacerdote ya había sido detenido previamente por la policía en Junio y tenía orden inmediata de expulsión de España, que no se había hecho efectiva. Y en Enero estaba paseando con una katana por la calle como un campeón.",1,1,1,3
7126,"@user Sería buena idea que el gran @user le pidiera los datos a Marlaska. Si él dice que es un bulo, supongo que tendrá datos para demostrarlo.",1,1,1,3
7127,@user ¿Los terroristas encarcelados de qué partido son simpatizantes? 🤔,1,1,1,3
7128,Las propias estudiantes confirmando que La Cadena Ser y La Sexta han difundido un BULO.,1,1,1,3
7129,Y no es una falta de respeto a [POLITICIAN]. Es una humillación a todos los españoles.,1,1,1,3
7130,@user No lo digo yo. Son los datos oficiales. Busca yihadistas Cataluña en Google y te salen cientos de noticias de detenciones.,1,1,1,3
7131,@user A veces parece que prefieras a [POLITICIAN] de Presidente que a [POLITICIAN].,1,1,1,3
7132,"- Golpistas catalanes (2014): ""Los jueces fachas no nos dejan votar"". - Gobierno de España (2022): ""Los jueces fachas no nos dejan votar"". Espero que si se atreven a incumplir la Ley y la Constitución acaben en la cárcel donde deberían estar sus socios de Gobierno.",1,1,1,3
7133,Dice Antonio que es peligroso decir que el dinero está mejor en el bolsillo de los ciudadanos que al servicio del político de turno.. Es muy complicado ser más sinvergüenza. Pero es que encima no se pone ni colorado al decir semejante burrada.,1,1,1,3
7134,@user ¿Va a desmontar @user el enésimo bulo del Gobierno?,1,1,1,3
7135,Cambias hombres por inmigrantes y abriría todos los telediarios y la accionista de Don Simón estaría ahora mismo en la cárcel. Videazo de @user,1,1,1,3
7136,@user Ni con agua hirviendo te despegan de la poltrona.,1,1,1,3
7137,@user Enchufados en la televisión y trincando en gobiernos autonómicos. Les financian y todo a algunos.,1,1,1,3
7138,@user Van de cabeza a la cárcel a plantar geranios.,1,1,1,3
7139,No buscan testimonios imparciales. Ya se encargan ellos de realizar una búsqueda y quedarse con los negativos. Para dar el mensaje que les interesa al ser comisarios políticos.,1,1,1,3
7140,@user La que decía que no había que usar los muertos políticamente.. Menuda pájara.,1,1,1,3
7141,@user La leche que se va a llevar en las próximas elecciones.,1,1,1,3
7142,@user No creo que el demócrata esté sugeriendo ilegalizar a los que piensan diferente.,1,1,1,3
7143,"@user Buenas noticias. Eres más pobre que hace 5 meses. Los precios no han parado de subir y tus ahorros cada vez valen menos. Y encima cada vez puedes comprar menos cosas con tu sueldo.. Menos mal que eran buenas noticias, colega.",1,1,1,3
7144,"Llevan los podemitas acusando varios meses a La Secta de ser una fábrica de bulos. Pero cuando emiten [HASHTAG] entonces hay que creerles por arte de magia. Que se aclaren de una vez, por favor.",1,1,1,3
7145,Los pensionistas pueden comprar muchas menos cosas con la pensión de [POLITICIAN] que con la de [POLITICIAN]. La inflación está masacrando a los españoles mientras el Estado está trincando 30.000 millones extra. Se os debería caer la cara de vergüenza al poner este tipo de tweets.,1,1,1,3
7146,Alguien debería explicarles a los terroristas de izquierdas que la Universidad no es suya.,1,1,1,3
7147,@user Reconocerlo sería asumir que este Gobierno es pura propaganda barata. Es normal que se inventen milongas para intentar justificarles.,1,1,1,3
7148,En Reino Unido han dicho basta a las pantomimas del cambio climático.,1,1,1,3
7149,@user ¿Pero liberal de meter la motosierra en el bestial despilfarro público? 🤔,1,1,1,3
7150,@user Es que yo tengo la ligera sospecha que si EEUU invadiera Rusia opinaría diferente.,1,1,1,3
7151,En 2017 [POLITICIAN] decía que murieron 7.000 personas por la pobreza energética. Ha sido subir el precio de la luz un 500% y arreglarse todo con un edredón más fuerte. 🤡,1,1,1,3
7152,Me van a llamar facha pero creo que se defiende mejor a las mujeres manteniendo a los violadores en la cárcel que pintando los bancos de morado.,1,1,1,3
7153,El podemita que defendía a la secuestradora condenada María Salmerón es acusado de violencia machista.. ¿Ahora si existen las denuncias falsas? ¿Ya no hay que creer a una mujer sin aportar pruebas?. Espero que algunos se den cuenta de las burradas que defienden.,1,1,1,3
7154,"Par RTVE cuando aumenta el paro en Madrid es por culpa de las políticas de [POLITICIAN]. Pero cuando sube, es gracias a las medidas del gobierno de [POLITICIAN].. Y no se ponen ni colorados.",1,1,1,3
7155,Es que [POLITICIAN] lleva falda corta y pasa lo que pasa.. Este miserable debería sacar diputados negativos.,1,1,1,3
7156,Mamando fuerte con tal de seguir trincando dentro del gobierno. Pura poesía. 😆,1,1,1,3
7157,@user Los malvados supermercados. El gobierno no se está forrando con el IVA.,1,1,1,3
7158,"Imagina el espantoso ridículo de [POLITICIAN], cuando es Bruselas la que le tiene que recordar a Aragonés que tiene que cumplir las leyes.",1,1,1,3
7159,¿Seguías al Murciano Encabronado? Entonces quizá te interese seguir ahora a @user 😜,1,1,1,3
7160,"Y si no se le aparta, a él y a toda su banda, serán las mil… y una puñaladas. Porque siempre encontrará una nueva que asestarle. Gracias @user .",1,1,1,2
7161,Aquí la imagen del milón y medio de euros en billetes incautado por la Policia belga en los registros de las casas (y las maletas) de Kaili y Panzeri,1,1,1,2
7162,"@user es la filosofía del sistema, no tiene ningún misterio. Para recibir los fondos hay que cumplir todos los hitos, los grandes y los pequeños",1,1,1,2
7163,"«Ce l'abbiamo fatta Giova’... Dopo 30 anni"". ""Lo logramos Giova'..., después de 30 años"". La nota, sin nombre, en la tumba de Giovanni Falcone en la Iglesia di San Domenico en Palermo, el día después de la captura del mafioso Matteo Messina Denaro .",1,1,1,2
7164,"@user Me gustó muchísimo, lo leí justo en las Navidades de hace dos años",1,1,1,2
7165,"Hay un calendario (varios, de hecho) y va muy tarde en ese hito, y le han dado varios toques de atención. ¿Hay riesgo de no recibir los fondos? Claro, como con todas las reformas e hitos. Jodido de verdad será con la reforma fiscal, como pasó con pensiones o la reforma laboral",1,1,1,2
7166,Portugal acaba de enviar una reclamación a la FIFA asegurando que tiene pruebas de que el penalti fallado por Messi es gol claro de Cristiano Ronaldo,1,1,1,2
7167,¿Twitter roto? De alguna manera esto le tocará escribirlo a los corresponsales de Bruselas,1,1,1,2
7168,"En la newsletter de hoy para los abonados del periódico, muchas cosas de dinero",1,1,1,2
7169,"La encuesta de la RAI. No se queden sólo con el porcentaje de voto. Es un sistema mixto, proporcional y mayoritario, por lo que el reparto de escaños da una ventaja mucho más grande. Entre 237 y 257 diputados de 400",1,1,1,2
7170,"El caso es increíble. Tres hombres, extremadamente violentos, que saquearon restaurantes, armerías o supermercados sin patrón o lógica dejando 28 muertos y 22 heridos. Nunca han sido detenidos que se sepa o al menos por esos crímenes. Y nadie entiende cómo pudo ser.",1,1,1,2
7171,"Hoy, sobre el hombre que la semana pasada mató a un policía e hirió a otro con un cuchillo en Bruselas. Estaba fichado, estaba radicalizado y fue esa mañana a una comisaria a entregarse diciendo que era peligroso. No hicieron nada y horas después consumó el atentado.",1,1,1,2
7172,"Por Navidades sólo quiero la camiseta de Japón. Y por mi cumpleaños, también. Otra",1,1,1,2
7173,"Empieza en el Parlamento Europeo el debate, hispano-español, sobre la protección del Estado de derecho frente a la impunidad en España”, solicitado por el [POLITICAL_PARTY] y cuya ponente es [POLITICIAN]. Viene una hora de puñales volando e imagen del país por los suelos",1,1,1,2
7174,@user L'Arminuta!! lo compré en septiembre en Italia y me lo acabo de leer. Pobre cría. No he perdonado a la tía la traición,1,1,1,2
7175,"“El ‘virtuosismo presupuestario’, medido sólo por la deuda, no puede ser el alfa y el omega de nuestro proyecto común” . En el periódico de hoy, mi entrevista al comisario Thierry Bretón sobre reglas fiscales, bienes comunes europeos e inversiones",1,1,1,2
7176,"Mattarella, el muro de contención del próximo Gobierno de Italia",1,1,1,2
7177,"@user este no es un salseo nuevo, Pero es de los más sabrosos",1,1,1,2
7178,"@user No me tientes que ese libro me divirtió mucho, me lo regaló una amiga francesa hace 16 años en San Francisco",1,1,1,2
7179,@user Tell me more Que estoy leyendo ahora el libro por tu insistencia,1,1,1,2
7180,"@user Qué subidón. Mi primogénito se llamará Pérez de Vargas. Vámonos a ver las semifinales, mira vuelos Dargel",1,1,1,2
7181,"Termina el Consejo Europeo, el último de 2022. La rueda de prensa de [POLITICIAN], justo hoy, va a estar entretenida.",1,1,1,2
7182,"El rey de los 'diablos rojos' y el anhelo de redención La columna semanal de cosas de Bélgica, ""un páramo donde las minorías se pelean en nombre de dos culturas que no existen""",1,1,1,2
7183,"@user No tengo la menor prueba, pero tampoco la menor duda de que tú eres un maestro masón",1,1,1,2
7184,"Ahora, ha sido un paseo. Nada incisivo. Todo el proceso, planteamiento, palabras de Michel y Von der Leyen y hasta las preguntas, para el lucimiento.",1,1,1,2
7185,@user Of course. El 90 % de mis conocimientos sobre el mundo vienen de Michael Lewis 😂😂,1,1,1,2
7186,"""El Parlamento está siendo atacado, la democracia está siendo atacada. Los enemigos de la democracia no se van a detener ante nada. Estos actores, ligados a países autoritarios, han ido a por diputados, sindicatos y asistentes para influir en los procesos. Su plan ha fracasado""",1,1,1,2
7187,"@user en concreto, el suyo. SIempre. y si alguien no obedece, pelotazo en la cara",1,1,1,2
7188,"Simetría en el fuego de la noche. Casi cuatro años después, la última columna de cosas belgas",1,1,1,2
7189,Espera que esto mejora jajaja. La Fiscalía manda un mensaje sobre la vista de hoy y se equivoca de nombres y dice que ha comparecido el sindicalista que fue liberado el otro día pero no Panzeri. Genialidad. 20. Minutos después mandan corrección cuando nos estallaba la cabeza 🤯,1,1,1,2
7190,@user Está en la lista! Una de las autoras me dio este verano la primicia 😉,1,1,1,2
7191,"@user 5 temas del día, se llama. Nos vamos turnando",1,1,1,2
7192,"Meloni desconcierta. Ambiciosa, decidida, arrolladora, no es una oradora brillante, pero es la única líder que en estas elecciones ha logrado emocionar a las masas en los mítines. No muestra empatía, sentido del humor, mano izquierda. Tiene peso, presencia, pero no un carisma.",1,1,1,2
7193,"31 mil en la manifestación de hoy, según el gobierno.También que nunca gobernarían con Podemos. Son mentirosos compulsivos. No tienen remedio.",1,1,1,2
7194,"Más necesarios que nunca, artículo de Arcadi Espada. Nosotros, votantes de Ciudadanos",1,1,1,2
7195,Un viaje fascinante a Italia sin salir de casa. Mi artículo de La Lectura. El descaro italiano,1,1,1,2
7196,Mi artículo en El Mundo. La nueva Corte de los milagros,1,1,1,2
7197,Mi artículo de El Mundo. La venganza de don [POLITICIAN],1,1,1,2
7198,Mi artículo de La Lectura. Puestos a comparar,1,1,1,2
7199,"Haz el trabajo que no hacen [POLITICIAN] ni su ministerio: difunde este video una, cien, mil veces",1,1,1,2
7200,"¿Qué hacer para distraer la atención mientras te cargas la Sanidad y los médicos se rebelan? Soltar burradas como que [POLITICIAN] quiere dar un golpe de estado o encarcelar a la oposición. De primero de Trumpismo, amigouus.",1,1,0,1
7201,"Repasando el historial de tuits, me encuentro con joyas como esta 💩",1,1,0,1
7202,"Obviamente, esto es un punto de vista personal y puede que esté equivocado. Se aceptan argumentos y estoy dispuesto a que me convenzáis con ellos, si los tenéis mejores 🙂",1,1,0,1
7203,@user Y quién diablos va a leer mas allá de la segunda “línea”? 🫥,1,1,0,1
7204,Estas son las imágenes tomadas por la Solar Orbiter a medida que se aproxima hacia el sol. Espectacular. Vía @user,1,1,0,1
7205,@user Esa es la idea. Sabes cómo hacer un timelapse? 😇,1,1,0,1
7206,"@user Llevando al extremo la lógica enfermiza de los defensores de portar armas, supongo que la profesora debería haber llevado un revólver y haber disparado al crío. [HASHTAG]",1,1,0,1
7207,"@user Ostras, ni me había dado cuenta 😅😂 Gracias, por cierto 🥰🥰",1,1,0,1
7208,@user Creo que le van a “mojar la oreja” 🫢,1,1,0,1
7209,@user Mi madre dice una media de 15 hastaluegos antes de colgar el teléfono. Podría ser candidata a suceder a Lesmes,1,1,0,1
7210,Fantástico este trabajo del WaPo sobre los puntos de la Tierra donde no sube la temperatura y las claves de por qué sucede. Echad un ojo a todo el hilo.,1,1,0,1
7211,Supongo que lo de dejar de usar Twitter es un poco como lo que para otros es dejar de ver el Mundial 🤔,1,1,0,1
7212,@user Qué felicidad ser testigo de ese gran momento. Un fuerte abrazo! 😊,1,1,0,1
7213,@user Luego queremos que la gente se tome el periodismo en serio,1,1,0,1
7214,@user Jajajaja! Yo también tengo al lado el de Cherry-Garrard !,1,1,0,1
7215,"En 2014, el artista islandés Olafur Eliasson (uno de mis favoritos) transportó a Londres 30 enormes bloques de hielo de Groenlandia para que los londinenses los vieran derretirse. La obra se llamó ""Ice Watch"".",1,1,0,1
7216,"Interesantísimo esto. Desciende vertiginosamente el suministro de madera a la deriva en Islandia. Es probable que la culpa sea de la contracción del hielo marino en el Ártico, impulsada por el cambio climático antropogénico. .",1,1,0,1
7217,Voté por un partido que defiende desmantelar la sanidad pública y está desmantelando la sanidad pública. El musical.,1,1,0,1
7218,"Bueno, ahora tampoco podéis invertir en Twitter. Comprad oro! 🙈",1,1,0,1
7219,"A ver si los Nobel dejan de oler a naftalina machista y este año reconocen el trabajo de alguna científica, que ya les vale. Hoy se da el de Química, tienen una oportunidad de no volver a quedar como el culo",1,1,0,1
7220,"@user Yo no busco las ventas, sino la inmortalidad",1,1,0,1
7221,"Hola. Lo del sábado de [HASHTAG] es aquí, abajo tenéis el programa 😎",1,1,0,1
7222,@user Estoy seguro de que le interesará. De hecho lo pensé mientras lo escribía ;) @user,1,1,0,1
7223,Jesús Quintero fue para mí una inspiración. En parte estudié Periodismo porque admiraba su forma de hacer entrevistas y la radio que hacía. Sus monólogos de “El lobo estepario” los guardaré en un rinconcito especial hasta que me muera. 🥺 DEP,1,1,0,1
7224,"@user Hombre, ya. Precisamente la reforma que han parado en el TC iba a regular esa situación y homologarla.",1,1,0,1
7225,"Tris Truss, que te vas. De ahí viene el dicho 🤐",1,1,0,1
7226,"Cuando empieza a lucir el sol sobre los campos helados, se puede escuchar el goteo de la escarcha. Vean:",1,1,0,1
7227,"Pues ya estamos en Mastodon, verificado y todo sin pagar los 8$ 😅",1,1,0,1
7228,Esto es lo que opina todo un dios de la divulgación. Y no es los que dice las cosas por cumplir 😉☺️,1,1,0,1
7229,"El texto dice algo ligeramente distinto en esta versión: ""¿Qué les decís a los principales filósofos, a quienes me he ofrecido mil veces por mi propia voluntad para mostrar mis estudios [...] y nunca han consentido en mirar planetas, ni luna, ni telescopio?",1,1,0,1
7230,@user Sus seguidores están a la misma altura,1,1,0,1
7231,"Pues bien, esta noche ha explotado 😱 Esperando más noticias 2/2",1,1,0,1
7232,"@user Cierto. Yo me los leí todos, es adictivo! 😊",1,1,0,1
7233,Esta historia es alucinante‼️ El análisis del genoma de un grupo de neandertales en Siberia indica que se trata de un padre y su hija adolescente y varios individuos emparentados. Con comentarios de @user y Antonio Rosas,1,1,0,1
7234,@user La armonía se experimenta cuando el cerebro predictor encuentra lo que espera ver ☺️,1,1,0,1
7235,@user Ahora Putin declara que ese pueblo es territorio es ruso y tan amigos.,1,1,0,1
7236,"La ""omphaloskepsis"", del griego ""omphalós"" (ombligo) y ""sképsis (duda, indagación), es como se llamaba Twitter en la antigua Grecia. Literalmente, el estudio del propio ombligo",1,1,0,1
7237,"“Entonces veo, en la mano que pasa delicadamente sobre la joroba del doctor Seilkopf, el papel lleno de cifras que hace un momento me mostró el doctor Megías, un número de la lotería española con el cual se pueden ganar millones de pesetas”. ‼️ 6/8",1,1,0,1
7238,@user A mí me parece estupendo que seas de derechas. Pásalo bien,1,1,0,1
7239,"El perro, el mejor amigo del hombre desde hace al menos 2500 años",1,1,0,1
7240,Los activistas que atacan cuadros pretenden llamar la atención sobre la hecatombe climática inminente y exigir aquello de lo que disfrutaron quienes los precedieron: el derecho a una vida digna que admita recorrido.,1,2,0,1
7241,"El Covid, la guerra y el cambio climático empeoran la situación de hambre en el mundo",1,2,0,1
7242,Ya hay un sistema capaz de capturar el 99% del CO2 atmosférico. Y aun así no es suficiente.,1,2,0,1
7243,"Millones de californianos tienen dificultades para pagar el agua, mientras la sequía hace subir los precios",1,2,0,1
7244,Tres de cada cuatro autónomos pagará igual o menos con el nuevo sistema,1,2,0,1
7245,Especies invasoras y menos pesca: consecuencias del cambio climático en el Mediterráneo,1,2,0,1
7246,Recetar naturaleza: Los pediatras españoles prescriben más paseos por el campo.,1,2,0,1
7247,Esas 15 explotaciones agrarias alavesas se beneficiarán de 400.000 € para llevar acabo inversiones en la aplicación de la agricultura de precisión.,1,2,0,1
7248,Los efectos de la reforma laboral.👇. El [HASHTAG] está en junio en su nivel más bajo desde octubre de 2008 con 2.880.582 personas.,1,2,0,1
7249,Los agujeros legales de las finanzas sostenibles: así acaba el dinero de los fondos de inversión más verdes en empresas contaminantes,1,2,0,1
7250,La energía solar en los tejados ya cubre casi toda la demanda de la red eléctrica de Australia del Sur durante unas horas,1,2,0,1
7251,"El fraude fiscal aumenta según crece la renta: el 0,1% más rico oculta el 23% de sus ingresos",1,2,0,1
7252,Killian Jornet se une a un proyecto para limpiar el Everest de basura ante el turismo de masas.,1,2,0,1
7253,Los ojos que ya ven los efectos del cambio climático,1,2,0,1
7254,Investigadores de la Universidad de Córdoba diseñan un sistema que aprovecha las altas temperaturas para generar aire más frío,1,2,0,1
7255,Consejos para reciclar correctamente el cartón y el papel en Reyes.,1,2,0,1
7256,El Día Mundial de la Ardilla homenajea a un roedor vital para el bosque,1,2,0,1
7257,Encuesta: las personas mayores no quieren actualmente un coche eléctrico,1,2,0,1
7258,"Aerogeneradores Bornay Wind +, los ""Ferrari"" de las miniturbinas eólicas para generación de energía doméstica",1,2,0,1
7259,Avanzamos en la conexión del País Vasco a la red de alta velocidad con la redacción de los proyectos para la nueva línea entre Burgos y Vitoria. @user . @user . @user . @user . @user,1,2,0,1
7260,Smart Hydro Power: la turbina eléctrica mareomotriz capaz de alimentar a pequeñas comunidades.,1,2,0,1
7261,".@user :“Con las medidas de ahorro energético, se nos pide un esfuerzo para que no haya que adoptar otras más graves, como el cierre de empresas”.",1,2,0,1
7262,"El [POLITICAL_PARTY] no le hace la oposición al Gobierno, se la hace al país y sus ciudadan@s. Una vez más, el [POLITICAL_PARTY] se retrata al no apoyar las medidas para dar respuesta a las consecuencias de la guerra en Ucrania.",1,2,0,1
7263,Algo tan simple como la pintura negra podría ser la clave para reducir la cantidad de aves que mueren cada año por las turbinas eólicas. Cambiar el color de una pala en una turbina de blanco a negro baja en un 70% en la cantidad de aves muertas.,1,2,0,1
7264,Viajando en verde con aviones híbridos y de combustible.,1,2,0,1
7265,El agujero de ozono actual es el más grande desde 2015,1,2,0,1
7266,.@user : «España tendrá en 2023 el mejor laboratorio de bioseguridad del mundo para investigar las enfermedades biológicas más peligrosas».,1,2,0,1
7267,La gran banca tiene una exposición de 30.200 millones a combustibles fósiles,1,2,0,1
7268,Playas de agua dulce: cuándo se prohíbe el baño,1,2,0,1
7269,Un reactor solar hace combustible sostenible a partir de plásticos y CO2.,1,2,0,1
7270,¿Cómo afectarán al medio ambiente las fugas de Nord Stream?,1,2,0,1
7271,El Colegio de Geólogos publica un artículo negacionista y carga contra el 'dogma climático',1,2,0,1
7272,Láminas solares flexibles y autoadhesivas para convertir las ventanas en generadoras de electricidad.,1,2,0,1
7273,Acuicultura: la importancia de comer ‘azul’ para vivir en verde.,1,2,0,1
7274,"Los bosques representan el 30,7% de la superficie terrestre y son fundamentales para combatir el cambio climático, por lo que si protegemos los bosques fortaleceremos la gestión de los recursos naturales.",1,2,0,1
7275,"Un hotel construido con caña, bambú y excremento de burro: la arquitectura vegetariana se abre paso en Perú.",1,2,0,1
7276,La Diputación Foral de [HASHTAG] incorpora cuatro nuevos vehículos eléctricos a su parque móvil. .@user : «Vamos a seguir renovando el parque móvil foral con criterios de eficiencia energética».,1,2,0,1
7277,Alimentación circular: qué es y cómo se aplica .,1,2,0,1
7278,"El proceso del reciclaje del vidrio, tiene un ciclo circular tal como vemos en la imagen. el vidrio no tiene límite en la cantidad de veces que puede ser reciclado, sin perder además calidad, algo que sí pasa por ejemplo en el reciclaje del papel.",1,2,0,1
7279,"Temperaturas de hasta 40 grados ponen en alerta 12 comunidades, 4 en naranja.",1,2,0,1
7280,"🌞🌞Te dejo mi entrevista en @user : [POLITICIAN]: ""El resultado de las últimas elecciones en La Laguna fue malo para el [POLITICAL_PARTY] y vamos a mejorarlo""",0,2,1,2
7281,Por ELLAS. 💕Sensibilización. 💕Investigación. 💕Detección Precoz. . Por TODAS,0,2,1,2
7282,😡😡Seguimos esperando el pronunciamiento de las ministras feministas!! Donde están?? Todas estas feministas de pancarta que callan en vez de condenar la actitud de [HASHTAG],0,2,1,2
7283,[HASHTAG] con un gran compañero [HASHTAG] ! Nos entristece su decisión valiente y responsable que no queremos llamar “despedida”. Muchas gracias Adolfo por tu trabajo y por siempre estar ahí,0,2,1,2
7284,😡Piensa @user que nuestras fronteras son negociables ?? @user pedimos comparecencia para que explique los detalles de este acuerdo y de que estamos hablando,0,2,1,2
7285,"🏛escuchando en [HASHTAG] al ministro Albares. 🤔Nos preguntamos si el acuerdo con Marruecos era tan bueno…. 👉Porqué nos lo ha ocultado?. 👉 Y lo ha contado el rey de Marruecos?. 👉Y que pasa con Canarias, nuestra zona económica exclusiva?. A ver q cuenta 😡",0,2,1,2
7286,"Te deseo que disfrutes una Feliz Navidad, con tus seres queridos, tus amigos…y con ilusión recibir el nuevo año 2023, un año importante de cambio y esperanza ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",0,2,1,2
7287,Creen que un solo partido político puede tomar decisiones estratégicas de nuestra política exterior ??,0,2,1,2
7288,🏛Seguimos con el debate de las enmiendas a la totalidad de los . ❗️Irreales. ❗️Hipotecan a España y más a . ❗️Impuestos ➕Deuda➕gasto. Exigimos que no se nos discrimine y al igual que los trenes. Se bonifiquen las guaguas a los Canarios,0,2,1,2
7289,"Hoy, en la Junta Directiva Nacional de @user tuve la oportunidad de felicitar personalmente a @user por los excelentes resultados en [HASHTAG] 👏🏽👏🏽👏🏽👏🏽Una gran motivación para seguir trabajando por nuestro país y sobre todo por Canarias 🇮🇨🇮🇨",0,2,1,2
7290,"Mañana a las 11:00 h, clausuramos nuestra Convención Regional en Tenerife!!. Será en el Cine Victor, y contaremos con nuestra Secretaria General @user y nuestro presidente de @user . Te esperamos !!!",0,2,1,2
7291,"😡Desde @user exigimos claridad y transparencia en las negociaciones de [HASHTAG] y Marruecos:Sin apoyo del Congreso, sin sus socios,sin @user y sin contar con [HASHTAG] Desde @user presentamos iniciativas QUEREMOS SABER CUANTO VALE CANARIAS ‼️para este Gobierno",0,2,1,2
7292,"@user 😡Señora ministra @user y ahora que procede?. ❌Seguir insultando a los jueces ?. O Modificar SU CHAPUZA y acto seguido DIMITIR , o dimitir ya mejor y tirar la ley a la basura ?",0,2,1,2
7293,"[HASHTAG] 🏠🏡. Enhorabuena @user por la organización. 👏🏽👏🏽👏🏽👏🏽. Un encuentro productivo, ameno y de gran nivel donde hemos analizado problemas y propuestas. @user coge el testigo de soluciones al acceso a la Vivienda de los jóvenes.",0,2,1,2
7294,"🤔Que podemos esperar de una Ley de Vivienda que ataca la propiedad privada, penaliza ser propietario de un inmueble y regulariza la Okupación de Viviendas, que prolonga la agonía del propietario de una vivienda ocupada ?? 👇",0,2,1,2
7295,🏛[HASHTAG] [HASHTAG] ha anunciado varías veces su gran compromiso con la [HASHTAG] De que hablamos Sr.Presidente? 🤔. 😡De seguir interviniendo la propiedad privada ?. 😡De legalizar la Okupacion?. 😡De demonizar a propietarios de inmuebles. Esta ud seguro??,0,2,1,2
7296,@user Mi más sentido pésame. Descansen en Paz. Terrible,0,2,1,2
7297,"😡Señora ministra @user y ahora que procede?. ❌Seguir insultando a los jueces ?. O Modificar SU CHAPUZA y acto seguido DIMITIR , o dimitir ya mejor y tirar la ley a la basura ?",0,2,1,2
7298,‼️‼️[HASHTAG] Clarísimo hoy nuestro presidente @user en [HASHTAG] con Las medidas propuestas por @user que son absolutamente necesarias. ‼️Desalojo en 24h. ‼️Lucha contra las mafias. ‼️No al empadronamiento. ‼️Reforzar las FCSE.,0,2,1,2
7299,En la Junta Directiva de ayer tuve el gran honor de asumir el cargo del Coordinadora General del @user . Muchísimas gracias Presidente @user y compañeros por la confianza.!!Prometo estar a la altura🙏,0,2,1,2
7300,⚫️Mi mas sentido pésame a las familias de los fallecidos en los incendios en la Península. @user ha propuesto una batería de medidas para paliar esta situación. 1. Un plan de contingencia. 2. Redoblar la actuación para detener a los provocadores. 3. Ayudas a los damnificados,0,2,1,2
7301,"🏛La semana pasada, exigíamos al [HASHTAG] inmediatez en las soluciones para [HASHTAG] y un Plan específico de Vivienda. Hoy lo hemos presentado como enmiendas a los",0,2,1,2
7302,🏛”Islas 100% Renovables” …🤦‍♀️Que vergüenza!! En eso estamos de acuerdo …. Pero no que sea la única medida que anuncia [HASHTAG] para [HASHTAG] Con la que está cayendo ‼️,0,2,1,2
7303,🏛Celebramos que el TC de la razón a @user 👏🏽👏🏽👏🏽.Prevalece nuestro Estado de Derecho frente a los que desprecian nuestro Estado de Derecho y los derechos legítimos de lisos Diputados,0,2,1,2
7304,"🏛Seguimos hablando de Okupacion…Un atentado más contra nuestro Estado de Derecho. El mismo atentado que perpetran validando por la puerta de atrás el delito de malversación, y el de sedición y el asalto al Tribunal Constitucional. 😡",0,2,1,2
